SQUARE_FT,TARGET(PRICE_IN_LACS)
1474.926254,60
1474.840949,51
1474.820144,45.1
1474.744992,120
1474.633596,65.4
1474.542458,170
1474.542458,170
1474.542458,170
1474.530831,33
1474.480151,39
1474.418605,63.4
1474.201474,60
1474.193548,45.7
1474.13562,110
1474.080747,180
1474.080747,180
1473.684211,280
1473.345834,110
1473.11564,120
1473.005999,66.3
1472.885517,66
1472.75405,100
1472.75405,80
1472.75405,270
1472.537182,100
1472.166331,43.9
1472.134595,70
1472.103636,100
1472.086966,130
1471.875,47.1
1471.753651,260
1471.734049,170
1471.734049,170
1471.361009,140
1471.297636,30.5
1471.232877,53.7
1470.815916,95
1470.768477,120
1470.768477,120
1470.588235,100
1470.287931,72
1470.279353,70
1470.265526,67
1470.255598,65
1470.255598,65
1470.215463,58
1470.195135,110
1470.155837,50
1470.155837,100
1470.15147,99
1470.133086,95
1470.133086,95
1470.096893,88
1470.082531,85.5
1470.073504,42
1470.047777,80
1470.047777,280
1470.037183,510
1470.02551,46.1
1470.01176,450
1470.002756,480
1470,44.1
1470,44.1
1469.797455,82
1469.465649,77
1469.387755,270
1469.335605,34.5
1469.254489,81
1469.032789,250
1469.004015,300
1468.571429,51.4
1468.566639,87.6
1468.189233,90
1468.181818,64.6
1468.159295,80
1468.141333,150
1468.109401,270
1468.109401,270
1468.069489,120
1468.053871,230
1467.933492,30.9
1467.889908,40
1467.869958,270
1467.288106,85
1467.13615,100
1467.13615,150
1466.862248,110
1466.781708,170
1466.666667,110
1466.666667,220
1466.27566,140
1466.27566,140
1466.27566,140
1466.221232,79
1466.083151,67
1466.015104,66
1465.494271,110
1465.320742,45
1465.315666,56.4
1465.273029,150
1465.144972,95
1465.087282,70.5
1465.076661,86
1465.072668,250
1465.048137,35
1465.036344,260
1465.028355,62
1465.002713,81
1464.933162,80
1464.919044,76
1464.84375,75
1464.682258,62
1464.68144,42.3
1464.128843,120
1464.128843,50
1464.073474,54.2
1464.026771,52.5
1464.00976,180
1464.00976,72
1464.002756,85
1463.829787,34.4
1463.679075,40.5
1463.414634,120
1463.271876,100
1463.070686,83
1463.057791,100
1463.057791,100
1462.857143,76.8
1462.848297,37.8
1462.765957,220
1462.599248,35
1462.293712,70
1462.140992,140
1462.056841,49.9
1461.538462,190
1461.454147,40
1461.41855,150
1461.063413,97
1460.624011,360
1460.564752,30
1460.427136,46.5
1460.31746,46
1460.31746,46
1460.31746,46
1460.248783,81
1460.234681,56
1460.230201,85
1460.209297,60
1460.209297,60
1460.190593,95
1460.187086,64
1460.150071,72
1460.144687,220
1460.138226,150
1460.127293,78
1460.12046,80
1460.12046,80
1460.11396,41
1460.10777,84
1460.101868,43
1460.096234,88
1460.09085,45
1460.08077,47
1460.071514,49
1460.047783,55
1460.047783,55
1460.047783,55
1460.047783,55
1460.023175,63
1460.017969,130
1460.017969,130
1460,73
1460,36.5
1459.918598,82.5
1459.854015,100
1459.854015,80
1459.854015,78
1459.812553,51.4
1459.770115,63.5
1459.71195,150
1459.703947,71
1459.690097,65
1459.676438,240
1459.549625,35
1459.498905,180
1459.427904,100
1459.380574,180
1459.321416,120
1459.143969,90
1459.079454,220
1459.059233,67
1459.034792,65
1459.017248,280
1458.837772,48.2
1458.830549,48.9
1458.823529,49.6
1458.823529,49.6
1458.789205,100
1458.652374,76.2
1458.124487,160
1458.019105,58
1458.017581,48.1
1457.253886,45
1457.226127,170
1457.146642,110
1457.112814,97
1457.088737,100
1456.953642,110
1456.364647,52.4
1456.25,46.6
1456.161864,47.5
1456.157012,92
1456.071076,59
1455.906822,70
1455.767077,65
1455.692364,240
1455.500728,820
1455.359642,52
1455.133387,90
1455.108359,70.5
1455.074573,120
1455.068756,91
1455.064194,61.2
1454.898157,60
1454.898157,75
1454.839361,72
1454.82389,95
1454.627336,64.6
1454.545455,40
1454.449293,110
1454.349583,54
1454.347826,66.9
1454.333915,50
1454.257007,55
1454.192923,120
1454.17653,43
1454.138702,65
1454.138702,130
1454.076937,79
1453.957997,45
1453.846154,37.8
1453.418633,72.7
1453.333333,43.6
1453.175457,54
1453.128123,72.7
1453.115651,170
1452.564685,32
1452.282158,49
1452.098459,82
1451.87602,89
1451.612903,40.5
1451.278507,42
1451.216789,65
1451.216789,65
1451.16819,100
1451.144792,90
1451.131029,68
1451.120163,57
1451.036455,81.2
1451.00717,170
1450.751252,86.9
1450.617284,32.9
1450.589302,32
1450.589302,32
1450.577664,33.9
1450.511945,34
1450.476585,35
1450.430347,45.5
1450.411603,37
1450.353291,39
1450.353291,39
1450.326323,40
1450.326323,60
1450.326323,40
1450.326323,60
1450.326323,40
1450.326323,60
1450.326323,40
1450.292398,62
1450.292398,62
1450.290058,72.5
1450.276243,42
1450.276243,63
1450.245426,65
1450.245426,65
1450.245426,65
1450.245426,65
1450.245426,65
1450.245426,32.5
1450.245426,65
1450.245426,65
1450.230719,88
1450.230719,44
1450.230719,88
1450.230719,44
1450.220602,75.6
1450.21645,67
1450.209475,45
1450.209475,90
1450.209475,90
1450.209475,90
1450.209475,90
1450.209475,90
1450.209475,45
1450.209475,90
1450.202602,68
1450.189155,46
1450.176093,70
1450.176093,70
1450.176093,70
1450.169701,47
1450.163399,71
1450.163399,71
1450.163399,71
1450.151057,96
1450.151057,72
1450.139054,73
1450.133175,49
1450.133175,98
1450.125733,86.5
1450.116009,37.5
1450.116009,150
1450.116009,50
1450.116009,75
1450.116009,150
1450.116009,50
1450.116009,75
1450.116009,50
1450.116009,50
1450.116009,75
1450.116009,50
1450.099517,51
1450.083659,130
1450.083659,130
1450.083659,130
1450.083659,52
1450.075956,210
1450.073421,79
1450.06344,80
1450.044209,82
1450.039547,220
1450.039547,55
1450.039547,55
1450.039547,55
1450.039547,55
1450.039547,55
1450.039547,55
1450.039547,110
1450.033279,610
1450.031901,250
1450.025893,56
1450.021049,310
1450.017059,85
1450,58
1450,58
1450,52.2
1450,81.2
1450,46.4
1450,87
1450,81.2
1450,31.9
1450,87
1450,81.2
1450,87
1449.975834,210
1449.975834,60
1449.975834,30
1449.970042,72.6
1449.953227,46.5
1449.932034,32
1449.921927,65
1449.912127,33
1449.89339,68
1449.875725,140
1449.835685,75
1449.82831,38
1449.82831,38
1449.82831,38
1449.787836,41
1449.781659,83
1449.704142,49
1449.695564,50
1449.695564,50
1449.695564,100
1449.66443,54
1449.650531,56
1449.625513,120
1449.55756,670
1449.55756,670
1449.551783,76
1449.275362,25
1449.275362,26
1449.084442,110
1449.001619,53.7
1448.979592,35.5
1448.951049,51.8
1448.77544,42
1448.717949,67.8
1448.387097,44.9
1448.37575,140
1448.37575,140
1448.37575,140
1448.37575,140
1448.303078,36.7
1448.254266,92.5
1448.225923,140
1448.225923,140
1448.193491,48.5
1448.131443,89.9
1448.130595,110
1448.064606,52
1448.06338,32.9
1448.040886,42.5
1448.035279,220
1447.963801,80
1447.828258,58
1447.789105,240
1447.701773,120
1447.66147,26
1447.054818,85
1447.044335,47
1446.879643,77.9
1446.879643,77.9
1446.654611,120
1446.416831,110
1446.201311,75
1446.201311,75
1446.201311,75
1446.117274,73
1446.078431,59
1446.036545,220
1446.015424,90
1445.85726,70.5
1445.783133,96
1445.652174,66.5
1445.270988,68
1445.270988,68
1445.229102,88
1445.177505,46
1445.141662,76
1445.086705,130
1445.086705,90
1445.086705,100
1445.086705,90
1445.086705,55
1445.086705,110
1445.086705,40
1445.086705,200
1445.02145,64
1444.99179,44
1444.912703,48
1444.912703,120
1444.872783,93.7
1444.622793,36
1444.444444,40.3
1444.444444,130
1444.344299,64.1
1444.154248,94
1444.141689,79.5
1444.043321,100
1443.850267,27
1443.488943,47
1443.001443,150
1442.834882,250
1442.533937,79.7
1442.377037,100
1442.307692,42
1442.169022,100
1441.561322,130
1441.488665,110
1441.29979,55
1441.268316,60
1441.241685,65
1441.137937,77
1441.051968,160
1440.92219,100
1440.819243,60.5
1440.485216,38
1440.415964,410
1440.189766,85
1440.189766,85
1440.189766,85
1440.167583,110
1440.167583,55
1440.1661,76.3
1440.144014,80
1440.144014,48
1440.144014,48
1440.144014,48
1440.144014,80
1440.128764,340
1440.126258,73
1440.121273,57
1440.121273,57
1440.092166,50
1440.092166,50
1440.067768,34
1440.057602,120
1440.057602,120
1440.057602,120
1440.032915,70
1440.023753,97
1440.015258,75.5
1440,90
1439.95098,47
1439.884809,40
1439.884809,120
1439.884809,120
1439.835447,42
1439.677512,50
1439.645626,130
1439.602146,110
1439.588689,140
1439.285714,40.3
1439.089692,86
1439.078989,45
1438.398999,230
1438.284519,55
1438.053097,84.5
1438.021283,600
1438.010105,74
1437.859465,57.5
1437.504492,200
1437.442502,750
1437.371663,49
1437.28223,66
1437.18127,62
1437.157042,110
1437.145715,43.1
1437.083771,82
1437.024514,34
1436.988073,100
1436.842105,54.6
1436.406372,220
1436.287749,58.5
1436.265709,24
1436.265709,72
1436.130008,57
1436.093825,60
1436.053387,85
1436.007898,80
1435.956347,50
1435.750179,100
1435.338702,60.6
1435.294118,61
1435.26655,49
1435.23502,80
1435.204728,68
1435.195407,65
1435.185185,62
1435.063382,60
1435.063382,120
1435.045317,76
1435.03698,130
1434.990578,99
1434.926101,100
1434.907383,110
1434.907383,110
1434.901878,68
1434.891785,120
1434.828576,95
1434.820647,82
1434.72023,110
1434.615385,74.6
1434.599156,85
1434.514417,100
1434.42623,280
1434.375,45.9
1434.262948,72
1434.255742,79.3
1434.13235,140
1434.13235,140
1434.017063,79
1434.008053,260
1433.928965,130
1433.846154,93.2
1433.823529,78
1433.785193,110
1433.691756,60
1433.389545,51
1433.121019,72
1433.038041,55
1433.006926,120
1432.780847,38.9
1432.664756,170
1432.32275,60
1432.117625,150
1432.033488,130
1431.560401,130
1431.209603,62
1431.15644,87
1431.127013,56
1431.107167,64.5
1431.087627,130
1431.068385,65.5
1431.049436,66
1431.01571,92
1431.005111,210
1431.005111,210
1430.86582,98
1430.789707,64.5
1430.472389,43
1430.387794,45
1430.387794,45
1430.274136,180
1430.198503,87.9
1430.184419,76
1430.143014,65
1430.143014,65
1430.123099,39.5
1430.103683,40
1430.064353,260
1430.048243,41.5
1430.048243,83
1430.030644,42
1430.013459,170
1430.013459,42.5
1430,57.2
1429.93327,75
1429.880843,62.4
1429.796969,50
1429.749794,52
1429.646351,57
1429.4466,140
1429.272351,670
1429.200617,64.9
1429.199648,65
1429.090909,39.3
1429.057503,42
1428.571429,40
1428.571429,42.2
1428.571429,50
1428.279943,70
1428.262281,66
1428.141912,95
1428.137344,47
1428.061407,120
1428.034573,38
1427.424391,160
1427.165354,87
1426.940639,75
1426.68428,75.6
1426.242869,70
1426.024955,200
1426.013658,900
1425.345752,50.5
1425.324675,43.9
1425.313569,250
1425.244527,61.2
1425.239699,55
1425.224522,73
1425.178147,60
1425.178147,30
1425.178147,54
1425.178147,48
1425.120773,59
1425.081433,35
1425.081433,35
1425.081433,70
1425.081433,70
1425.081433,35
1425.081433,35
1425.047958,52
1425.035626,380
1425.035626,190
1425.030979,57.5
1425.008906,80
1425.008906,40
1425.008906,40
1425,68.4
1425,39.9
1425,57
1425,39.9
1424.979044,85
1424.963925,39.5
1424.907838,88.9
1424.895465,44.3
1424.862058,43.9
1424.844471,71
1424.839706,120
1424.813678,65
1424.5739,280
1424.444444,64.1
1424.409194,44
1424.332344,24
1424.230915,75
1424.095699,100
1424.020986,76
1424,71.2
1423.810966,47
1423.785595,85
1423.69727,45.9
1423.636364,78.3
1423.562412,60.9
1423.45757,67.6
1423.333333,42.7
1423.333333,42.7
1423.324151,62
1423.267327,57.5
1423.2343,80
1423.220974,34.2
1423.211282,110
1422.699968,45
1422.648565,350
1422.296591,68
1422.008313,260
1422.008313,65
1421.989648,750
1421.666193,100
1421.351864,45
1421.262081,75
1421.212121,46.9
1421.075645,130
1421.052632,81
1420.9928,75
1420.9928,75
1420.959147,120
1420.929455,85
1420.765027,52
1420.454545,110
1420.454545,240
1420.454545,110
1420.252805,100
1420.247633,78
1420.247633,78
1420.238397,56
1420.21721,51
1420.21721,85
1420.191417,46
1420.187793,60.5
1420.185571,75
1420.185571,75
1420.185571,75
1420.166362,70
1420.166362,70
1420.159335,41
1420.159335,82
1420.150054,53
1420.144199,65
1420.144199,65
1420.09707,79
1420.087787,55
1420.087787,55
1420.051122,50
1420.047733,59.5
1420.010422,54.5
1420,42.6
1420,78.1
1419.920651,68
1419.920651,68
1419.86456,62.9
1419.656786,45.5
1419.481155,58
1418.955794,78
1418.867925,37.6
1418.778894,89
1418.727199,70
1418.280054,63
1418.216199,45
1418.115279,93
1418.084751,85
1417.992752,90
1417.799832,220
1417.721519,56
1417.23356,100
1417.23356,75
1416.932341,120
1416.831964,100
1416.726665,610
1416.717264,350
1416.470588,60.2
1416.430595,120
1416.256158,46
1416.179855,80
1416.029453,100
1415.701416,55
1415.428167,40
1415.285079,35
1415.285079,70
1415.285079,70
1415.177782,80
1415.174766,83
1415.173338,84.5
1415.164606,95
1415.09434,79.5
1415.09434,60
1415.09434,45
1415.09434,66
1415.09434,78
1415.09434,60
1415.09434,93
1415.09434,75
1414.939125,43
1414.913958,74
1414.898044,68
1414.593894,120
1414.427157,110
1414.289915,96.2
1414.200321,97
1414.177126,80
1414.027149,200
1413.944417,58
1413.588691,31
1413.486322,170
1413.203965,67
1413.094677,90
1413.028119,100
1412.993396,460
1412.71443,28
1412.57189,140
1412.5,45.2
1412.250079,44.5
1412.223034,58
1412.133891,54
1411.940299,47.3
1411.859621,70
1411.764706,240
1411.764706,240
1411.611644,86.8
1410.934744,120
1410.879448,90
1410.743353,130
1410.640258,490
1410.437236,40
1410.360727,52
1410.324641,53
1410.284227,65
1410.25641,110
1410.23833,100
1410.216233,45
1410.210639,79
1410.203235,68
1410.188613,80
1410.177805,92
1410.146174,82
1410.078595,61
1410.039481,75
1410.039481,25
1410.039481,75
1410.033233,89.1
1410.029499,47.8
1410.012674,89
1410.008294,51
1410.002203,64
1410.002203,64
1410.002203,64
1409.978308,78
1409.945421,46.5
1409.940078,320
1409.910844,68
1409.910844,68
1409.820126,58
1409.774436,30
1409.708738,72.6
1409.678389,46.9
1409.677419,43.7
1409.646739,41.5
1409.641951,50
1409.52381,37
1409.495549,47.5
1409.332916,45
1409.077425,47.5
1409.077425,95
1409.064497,97
1408.987053,74
1408.915795,51.2
1408.659549,47.5
1408.501571,390
1408.186256,75
1408.15719,47.3
1408.145581,65
1408.090118,55
1408.0332,190
1407.407407,47.5
1407.231002,65
1407.129456,75
1407.055093,71
1406.997467,150
1406.593407,32
1406.469761,120
1406.25,45
1406.110188,110
1406.025825,98
1406.013411,65
1406.013411,130
1405.975395,72
1405.86136,130
1405.662813,490
1405.481377,40
1405.481377,220
1405.429396,190
1405.283867,50
1405.190941,85
1405.152225,90
1405.13014,74.5
1405.090138,53
1405.05821,70
1405.032571,110
1405.032571,110
1405.032571,110
1405.025669,52
1404.954807,600
1404.954807,600
1404.932875,45
1404.918033,85.7
1404.180629,88
1404.180629,88
1404.099972,100
1404.030393,85
1404.030393,85
1404.02347,67
1404.001404,40
1404.001404,40
1403.508772,120
1403.262586,240
1403.253469,270
1403.225806,87
1402.978632,130
1402.961808,36
1402.810925,52.9
1402.469136,56.8
1402.24359,70
1402.197802,63.8
1402.196775,60
1402.147971,47
1402.070751,65
1401.919551,260
1401.919551,260
1401.755241,230
1401.206101,79
1401.164044,65
1401.105316,180
1401.083505,75
1401.050788,40
1400.826446,67.8
1400.560224,25
1400.560224,30
1400.560224,30
1400.560224,30
1400.560224,30
1400.560224,30
1400.4914,34.2
1400.454201,37
1400.437637,32
1400.437637,32
1400.437637,32
1400.414938,27
1400.386847,36.2
1400.381922,44
1400.367309,30.5
1400.359066,39
1400.329489,34
1400.316456,53.1
1400.308325,54.5
1400.304414,46
1400.295421,47.4
1400.289715,58
1400.289715,58
1400.289715,58
1400.289715,58
1400.273224,41
1400.273224,41
1400.270149,62.2
1400.264201,53
1400.264201,53
1400.258509,65
1400.258509,65
1400.258509,65
1400.258509,65
1400.258509,65
1400.258509,65
1400.258509,65
1400.241838,57.9
1400.233372,36
1400.233372,60
1400.233372,60
1400.233372,60
1400.233372,72
1400.233372,72
1400.233372,60
1400.233372,60
1400.233372,36
1400.233372,60
1400.233372,60
1400.233372,60
1400.233372,60
1400.208986,67
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.203666,55
1400.200602,69.8
1400.195376,86
1400.195376,43
1400.195376,86
1400.187735,89.5
1400.180668,62
1400.180668,62
1400.180668,62
1400.180668,62
1400.180668,93
1400.180668,31
1400.180668,31
1400.180668,62
1400.180668,62
1400.16802,50
1400.16802,50
1400.16802,100
1400.16802,100
1400.16802,50
1400.16802,50
1400.16802,100
1400.16802,50
1400.16802,50
1400.16802,100
1400.16802,50
1400.162338,69
1400.162338,69
1400.161247,52.1
1400.159109,88
1400.157027,53.5
1400.1545,72.5
1400.147384,76
1400.147384,38
1400.147384,38
1400.147384,57
1400.147384,38
1400.147384,95
1400.147384,76
1400.147384,38
1400.134953,41.5
1400.124456,90
1400.124456,45
1400.124456,45
1400.124456,45
1400.124456,90
1400.124456,45
1400.124456,90
1400.124456,90
1400.124456,90
1400.124456,90
1400.124456,90
1400.115473,97
1400.115473,97
1400.11383,49.2
1400.107701,52
1400.107701,52
1400.107701,52
1400.107701,52
1400.107701,52
1400.103075,81.5
1400.098831,85
1400.098831,85
1400.098831,85
1400.098831,85
1400.098831,170
1400.094922,59
1400.094922,59
1400.094922,59
1400.094922,59
1400.094922,59
1400.084854,99
1400.084854,33
1400.076717,73
1400.070004,160
1400.070004,80
1400.070004,160
1400.070004,80
1400.070004,120
1400.070004,80
1400.064371,87
1400.059577,94
1400.055448,50.5
1400.051854,54
1400.051854,54
1400.050543,55.4
1400.041178,68
1400.037334,75
1400.037334,75
1400.037334,75
1400.037334,75
1400.037334,75
1400.037334,75
1400.037334,75
1400.037334,75
1400.034147,82
1400.032308,260
1400.030271,370
1400.025455,110
1400.025455,330
1400.025455,330
1400.025455,110
1400.017231,650
1400.017231,650
1400.015556,360
1400.00718,390
1400,51.8
1400,70
1400,91
1400,56
1400,210
1400,35
1400,28
1400,32.9
1400,54.6
1400,66.5
1400,35
1400,700
1400,70
1400,36.4
1400,280
1400,35
1400,21
1400,63
1400,35
1400,210
1400,35
1400,72.8
1400,77
1400,72.8
1400,49
1400,56
1400,39.2
1400,67.2
1400,56
1400,35
1400,42
1400,70
1400,210
1400,70
1400,35
1400,63
1400,66.5
1400,78.4
1400,56
1400,73.5
1400,78.4
1400,56
1400,65.8
1400,28
1400,42
1400,42
1400,35
1400,350
1400,35
1400,35
1400,18.9
1400,56
1400,700
1400,42
1400,42
1400,70
1400,39.2
1400,35
1400,49
1399.972001,100
1399.972001,200
1399.956924,130
1399.956924,65
1399.951726,290
1399.941055,190
1399.936367,220
1399.924328,74
1399.906673,60
1399.906673,60
1399.906673,60
1399.892934,52.3
1399.889482,76
1399.884148,290
1399.868248,85
1399.868248,42.5
1399.864529,62
1399.847289,110
1399.847289,110
1399.825022,48
1399.825022,48
1399.776036,50
1399.776036,50
1399.776036,50
1399.688958,36
1399.688958,270
1399.688958,45
1399.688958,36
1399.642644,47
1399.631676,38
1399.580126,40
1399.435886,64.5
1399.253731,60
1399.253731,75
1399.224806,72.2
1399.176955,85
1399.160504,490
1399.125547,44.8
1399.090591,40
1398.996236,66.9
1398.98192,79.7
1398.976982,54.7
1398.728429,46.2
1398.713826,52.2
1398.709677,54.2
1398.416887,53
1398.210291,75
1398.210291,75
1398.199579,73
1398.15014,65
1398.073418,53.7
1398.04274,70
1398.019802,35.3
1397.931827,73
1397.89965,59.9
1397.821577,53.9
1397.116352,250
1397.116352,250
1397.013883,160
1396.843135,100
1396.802058,76
1396.670727,34.4
1396.508728,140
1396.484375,42.9
1396.382101,44
1396.348013,130
1396.192203,77
1396.070321,40.5
1396.061269,31.9
1396.054628,46
1396.032329,19
1395.709486,54
1395.348837,30
1395.23695,58
1395.224041,52
1395.20463,67.5
1395.197923,86
1395.186606,80
1395.186606,40
1395.173454,74
1395.149174,130
1395.139514,93
1395.132538,90
1395.131086,74.5
1395.11709,140
1395.11709,140
1395.089286,50
1395.089286,50
1395.089286,75
1395.0539,66
1395.043493,85
1395.038515,230
1395.032324,41
1395.024413,60
1394.894685,100
1394.844242,540
1394.814572,85
1394.636015,72.8
1394.466756,250
1394.444444,75.3
1394.31121,100
1394.230769,72.5
1394.230769,72.5
1394.230769,72.5
1394.117647,71.1
1394.101877,52
1393.75,89.2
1393.566369,240
1393.229167,42.8
1393.229167,53.5
1393.214227,85
1393.048687,200
1392.88699,150
1392.857143,39
1392.550143,48.6
1392.405063,110
1392.212312,64
1392.145369,95
1392.111369,120
1392.111369,120
1391.788448,160
1391.69864,39.9
1391.546356,400
1391.546356,400
1391.43171,190
1391.428571,48.7
1391.267123,65
1391.212468,790
1391.176471,47.3
1391.035549,45
1390.728477,21
1390.654206,37.2
1390.627173,100
1390.337157,40
1390.301797,41
1390.293225,55
1390.268123,28
1390.268123,70
1390.268123,70
1390.232108,57.5
1390.205371,44
1390.201442,55.9
1390.190565,89
1390.176089,60
1390.176089,75
1390.176089,120
1390.176089,45
1390.176089,75
1390.126537,78
1390.108282,95
1390.095569,32
1390.095569,32
1390.076989,65
1390.076989,65
1390.076989,65
1390.047262,100
1390.02453,85
1390.02453,85
1390.008058,69
1389.992057,70
1389.932382,55.5
1389.918458,75
1389.908738,530
1389.904901,57
1389.854065,60
1389.813582,83.5
1389.808074,21
1389.74359,81.3
1389.74359,81.3
1389.662643,44.9
1389.532191,30
1389.473684,66
1389.317691,45
1389.210465,60
1389.205192,61
1388.888889,45
1388.888889,35
1388.571429,48.6
1388.518024,72.8
1388.518024,72.8
1388.4829,190
1388.406803,120
1388.337961,35
1388.235294,47.2
1388.117712,50
1388.032079,90
1387.5,44.4
1387.484197,43.9
1387.326584,37
1387.312398,110
1387.303852,38.9
1387.283237,62.4
1387.237416,70
1387.163561,67
1387.096774,38.7
1387.015989,72
1386.748844,36
1386.666667,520
1386.535203,180
1386.321627,120
1386.292835,53.4
1386.20245,43
1386.138614,700
1386.001386,40
1386.001386,60
1385.681293,42
1385.435169,39
1385.31848,48.5
1385.281385,32
1385.224274,63
1385.207354,64.8
1385.189132,78
1385.18024,83
1385.176185,57
1385.165326,31
1385.092036,76
1385.041551,55
1385.041551,75
1385.041551,75
1385.041551,65
1385.041551,55
1385.041551,65
1385.041551,110
1385.041551,55
1385.041551,50
1385.041551,35
1385.041551,65
1385.037085,85.9
1385,55.4
1384.981606,64
1384.970505,54
1384.358009,66.2
1384.335155,190
1384.335155,190
1384.083045,52
1383.86204,130
1383.84755,61
1383.801384,68
1383.737518,58.2
1383.535923,420
1383.535923,420
1383.344804,40.2
1382.716049,56
1382.488479,27
1382.488479,36
1382.361073,50
1382.222222,62.2
1382.033564,70
1382.033564,56
1381.294964,240
1381.294964,240
1381.291028,50.5
1381.21547,150
1381.12372,49.9
1381.079215,140
1381.02472,100
1381.014682,95
1380.952381,290
1380.834024,100
1380.522088,110
1380.522088,110
1380.522088,110
1380.368098,45
1380.330293,56
1380.330293,56
1380.319149,51.9
1380.295098,58
1380.28169,53.9
1380.260521,55.1
1380.248834,71
1380.231523,62
1380.223105,73
1380.216891,84
1380.198749,75
1380.195795,86
1380.175659,55
1380.16158,61.5
1380.150193,68
1380.145278,57
1380.145278,57
1380.138014,92
1380.103508,24
1380.103508,72
1380.096227,54.5
1380.071764,50
1380.071764,150
1380.068393,56.5
1380.065717,63
1380.065717,63
1380.056601,82.9
1380.04896,45.1
1380.042463,52
1380.042463,65
1380.042463,26
1380.042463,52
1380.042463,65
1380.042463,65
1380.042463,84.5
1380.02415,80
1380.020597,67
1380.015334,54
1380.006732,41
1380.002509,110
1380,62.1
1380,96.6
1380,69
1380,55.2
1379.944802,60
1379.897785,40.5
1379.87013,34
1379.6875,88.3
1379.500621,300
1379.43719,150
1379.038613,70
1378.891051,56.7
1378.755365,77.1
1378.478504,320
1378.461538,44.8
1378.26087,63.4
1378.254211,72
1378.217083,73.9
1378.201447,120
1378.122308,32
1378.091873,31.2
1378.043179,300
1378.043179,60
1377.884947,680
1377.790025,50
1377.777778,310
1377.755511,110
1377.75036,67
1377.75036,67
1377.593361,49.8
1377.410468,45
1377.410468,45
1377.410468,45
1377.245509,36.8
1377.199694,72
1377.065598,55
1377.04918,42
1377.018044,290
1377.018044,290
1377.004033,280
1376.979408,220
1376.923077,53.7
1376.848547,27
1376.699029,70.9
1376.2321,74
1376.215408,36.8
1376.032024,110
1376.020549,300
1376.013905,95
1375.648308,55.7
1375.448249,280
1375.404531,42.5
1375.384615,89.4
1375.305623,45
1375.24558,42
1375.24558,42
1375.24558,70
1375.205255,67
1375.194603,53
1375.137514,50
1375.12938,93
1375.095493,72
1375.079331,65
1375.065479,210
1375.027722,62
1375.025463,270
1375,110
1375,110
1375,44
1375,110
1375,99
1375,110
1374.885426,30
1374.795417,42
1374.582528,78.2
1374.545455,75.6
1374.381528,25
1374.313941,62.6
1374.207188,65
1374.200872,230
1374.200872,230
1374.061938,130
1373.944711,83
1373.913043,63.2
1373.913043,63.2
1373.880827,89
1373.855121,330
1373.815084,100
1373.78183,43.7
1373.684211,52.2
1373.606616,38.2
1373.567412,320
1373.372533,32.7
1373.333333,61.8
1373.283396,55
1373.074347,82
1372.95435,79.7
1372.801373,160
1372.790793,33.4
1372.683596,120
1372.315036,230
1372.212693,80
1372.055797,120
1371.963522,170
1371.129256,89
1371.087928,230
1371.087928,230
1371.087928,230
1370.431894,33
1370.238421,50
1370.223979,52
1370.175839,60
1370.17071,61
1370.16094,63
1370.16094,63
1370.16094,63
1370.131141,70
1370.07874,87
1370.071548,90
1370.071548,90
1370.06482,93
1370.033628,110
1370,82.2
1370,82.2
1370,68.5
1370,41.1
1369.911504,77.4
1369.863014,100
1369.863014,35
1369.863014,62
1369.863014,63
1369.585066,270
1369.491525,40.4
1369.387755,67.1
1369.25589,58.7
1369.141654,78
1369.141654,78
1369.141654,130
1369.097513,98
1368.925394,220
1368.925394,220
1368.925394,220
1368.75,65.7
1368.421053,260
1368.25645,70
1368.147448,57.9
1368.113827,150
1368.106028,96
1368.067035,240
1367.989056,210
1367.818951,55
1367.61488,100
1367.590532,67.6
1367.368797,38.3
1367.218916,85
1367.144432,62
1366.999035,85
1366.906475,85.5
1366.638828,180
1366.31331,58
1366.136035,47.2
1366.082517,99
1366.074422,81.5
1366.004788,97
1365.999824,310
1365.974809,77
1365.949119,34.9
1365.853659,56
1365.546218,26
1365.433822,58.7
1365.42072,160
1365.41471,34.9
1365.291262,45
1365.291262,45
1365.242531,42.5
1365.187713,48
1365.187713,60
1365.187713,84
1365.187713,80
1365.187713,52
1365.138669,95
1365.138669,95
1365.125592,75
1365.125592,75
1365.116279,58.7
1365.103003,55
1365.103003,55
1365.103003,55
1365.103003,55
1365.092631,98
1365.088586,94
1365.08418,90
1365.079365,43
1365.068253,39
1365.054602,70
1365.054602,70
1365.054602,70
1365.019011,35.9
1365.001365,200
1365.001365,50
1365.001365,200
1365,81.9
1364.942529,95
1364.877161,90
1364.522417,35
1364.285714,57.3
1364.25648,50
1364.213198,43
1364.190012,56
1364.15853,95
1364.087302,55
1364.02387,96
1363.928113,170
1363.74324,58
1363.636364,45
1363.636364,150
1363.539672,64.1
1363.488448,41.9
1363.388475,300
1363.171646,120
1363.109049,47
1363.016811,90
1362.943195,71.5
1362.530414,50.4
1362.5,43.6
1362.39782,45
1362.271993,59
1362.236437,230
1362.215275,61
1362.15576,46
1362.112322,65
1362.048894,58.5
1362.007168,57
1361.285053,100
1361.256545,39
1361.049245,110
1360.900288,260
